Player,Pos,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,season,team,Ht,Wt,Exp,PER,TS%,3PAr,AST%,STL%,BLK%,TOV%,USG%,OWS,WS,WS/48,BPM,OBPM,VORP,TRB%
Tony Massenburg,PF,23,35,0,4.6,0.8,1.7,.450,0.0,0.0,0,0.8,1.7,.450,.450,0.8,1.3,.622,0.7,1.0,1.7,0.1,0.1,0.3,0.4,0.7,2.3,1991/1992,SAS,6-9,220,R,16.3,.514,.000,3.6,1.2,3.4,14.0,24.0,0.1,0.4,.129,-3.4,-2.5,-0.1,19.9
Vernon Maxwell,SG,25,82,79,35.0,6.1,15.2,.404,2.1,6.2,.337,4.0,9.0,.450,.473,2.6,3.6,.733,0.5,2.4,2.9,3.7,1.5,0.2,2.1,2.2,17.0,1991/1992,HOU,6-4,180,2,13.5,.507,.409,15.5,2.2,0.3,11.0,22.2,2.5,5.9,.099,0.6,0.1,1.9,4.4
Travis Mays,PG,22,64,55,33.5,4.6,11.3,.406,1.1,3.1,.365,3.5,8.2,.421,.456,4.0,5.2,.770,0.8,1.9,2.8,4.0,1.3,0.2,2.5,2.6,14.3,1991/1992,SAC,6-2,190,R,12.3,.526,.272,18.3,1.9,0.3,15.5,21.0,0.8,2.1,.047,-1.9,-0.8,0.0,4.7
George McCloud,SF,23,74,0,14.5,1.8,4.7,.373,0.6,1.7,.347,1.2,3.1,.388,.434,0.5,0.7,.776,0.5,1.1,1.6,2.0,0.5,0.1,1.2,1.9,4.6,1991/1992,IND,6-6,205,1,7.9,.460,.353,18.7,1.8,0.6,19.6,18.2,-0.8,-0.4,-0.018,-4.3,-2.9,-0.6,6.3
Tim McCormick,C,28,56,7,12.3,1.7,3.3,.497,0.0,0.1,.000,1.7,3.3,.505,.497,1.2,1.6,.733,1.0,1.9,2.9,0.6,0.2,0.3,0.8,1.6,4.5,1991/1992,ATL,6-11,240,6,11.9,.556,.016,6.5,0.8,1.2,16.6,16.3,0.6,1.1,.075,-3.2,-2.2,-0.2,13.1
Rodney McCray,PF,29,74,68,34.6,4.5,9.2,.495,0.2,0.5,.333,4.4,8.6,.505,.504,2.1,2.7,.803,2.1,5.5,7.6,3.5,0.9,0.7,1.7,2.7,11.4,1991/1992,DAL,6-7,220,7,14.6,.551,.057,14.7,1.4,1.2,14.4,15.5,3.1,5.3,.100,1.0,0.4,1.9,12.5
Xavier McDaniel,SF,27,15,15,35.3,9.3,19.3,.479,0.0,0.2,.000,9.3,19.1,.484,.479,3.3,4.6,.710,2.4,3.0,5.4,2.5,1.7,0.3,2.7,3.3,21.8,1991/1992,SEA,6-7,205,5,17.3,.510,.010,11.6,2.5,0.5,11.1,28.6,0.4,0.9,.082,0.8,1.6,0.4,9.2
Xavier McDaniel,SF,27,66,64,31.9,6.8,13.6,.503,0.0,0.1,.000,6.8,13.5,.506,.503,2.2,3.0,.727,2.1,5.1,7.2,2.3,0.8,0.6,2.2,3.2,15.8,1991/1992,PHO,6-7,205,5,14.7,.532,.006,10.2,1.1,1.1,12.8,21.8,1.7,4.2,.096,-0.9,-0.5,0.6,12.4
Kevin McHale,PF,33,68,10,30.4,7.4,13.4,.553,0.2,0.5,.405,7.2,12.9,.559,.561,3.4,4.0,.829,2.1,4.9,7.1,1.9,0.4,2.1,2.1,2.9,18.4,1991/1992,BOS,6-10,210,10,21.2,.606,.041,8.8,0.6,4.0,11.9,23.9,5.3,7.9,.182,3.1,2.6,2.7,12.8
Derrick McKey,SF,24,73,55,34.3,6.0,11.6,.517,0.1,0.3,.211,5.9,11.3,.524,.519,3.2,3.8,.845,2.4,3.4,5.8,2.3,1.2,0.8,2.2,3.0,15.3,1991/1992,SEA,6-9,205,3,15.7,.575,.022,9.6,1.8,1.5,14.0,18.9,4.3,6.4,.123,1.1,1.3,1.9,10.1
Nate McMillan,SG,26,78,0,18.4,1.7,3.9,.433,0.2,0.6,.354,1.5,3.3,.447,.461,0.7,1.2,.613,0.9,2.3,3.2,4.8,1.3,0.3,1.6,2.7,4.3,1991/1992,SEA,6-5,195,4,13.9,.489,.157,32.8,3.6,0.9,26.1,13.7,0.8,2.8,.093,2.4,-0.2,1.6,10.5
Mark McNamara,C,31,2,0,6.5,0.0,0.5,.000,0.0,0.0,0,0.0,0.5,.000,.000,0.0,0.0,0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.5,0.0,1991/1992,ORL,6-11,235,7,1.0,.000,.000,0.0,0.0,0.0,0.0,3.1,0.0,0.0,-0.019,-7.4,-6.9,0.0,16.8
Scott Meents,PF,27,13,0,4.1,0.5,2.2,.250,0.1,0.1,1.000,0.5,2.1,.222,.268,0.2,0.3,.500,0.2,0.5,0.8,0.6,0.5,0.3,0.5,0.4,1.3,1991/1992,SEA,6-10,225,1,9.4,.286,.036,20.2,6.6,4.9,16.8,28.3,-0.3,-0.1,-0.117,-1.4,-5.0,0.0,11.3
Reggie Miller,SG,25,82,82,36.2,7.3,14.2,.512,1.4,3.9,.348,5.9,10.3,.575,.560,6.7,7.3,.918,1.0,2.4,3.4,4.0,1.3,0.2,2.0,2.0,22.6,1991/1992,IND,6-7,185,3,21.2,.650,.277,16.6,1.8,0.3,10.2,22.5,11.7,12.5,.202,4.2,5.3,4.6,5.4
Terry Mills,PF,23,17,0,16.4,3.3,7.1,.467,0.0,0.1,.000,3.3,6.9,.475,.467,0.9,1.3,.727,1.8,3.4,5.2,0.9,0.9,0.5,1.1,2.6,7.5,1991/1992,DEN,6-10,230,R,14.5,.494,.017,7.3,2.4,1.7,12.2,18.7,0.1,0.3,.053,-2.4,-1.7,0.0,14.9
Terry Mills,PF,23,38,2,14.2,2.1,4.4,.464,0.0,0.1,.000,2.1,4.4,.470,.464,0.8,1.2,.705,1.3,2.4,3.7,0.4,0.5,0.5,0.7,1.5,4.9,1991/1992,NJN,6-10,230,R,13.1,.499,.012,4.6,1.7,2.2,11.8,15.8,0.3,1.0,.091,-2.8,-2.4,-0.1,13.7
Sam Mitchell,PF,27,82,60,38.1,5.4,12.3,.441,0.0,0.1,.000,5.4,12.2,.445,.441,3.7,4.8,.775,2.3,4.0,6.3,1.6,0.8,0.7,1.3,4.1,14.6,1991/1992,MIN,6-6,210,1,12.3,.505,.009,6.3,1.1,1.2,8.1,17.8,3.7,5.1,.078,-3.2,-1.8,-0.9,9.7
Paul Mokeski,C,34,36,1,7.1,0.6,1.6,.356,0.1,0.3,.333,0.5,1.4,.360,.381,0.3,0.4,.800,0.6,1.3,1.9,0.3,0.2,0.1,0.2,1.6,1.6,1991/1992,GSW,7-0,250,11,6.6,.434,.153,4.3,1.4,0.7,9.6,11.3,0.1,0.3,.056,-5.0,-4.5,-0.2,14.4
Sidney Moncrief,SG,33,72,3,15.2,1.6,3.3,.488,0.3,0.9,.328,1.3,2.4,.545,.531,1.1,1.5,.781,0.4,1.3,1.8,1.4,0.7,0.1,0.9,1.6,4.7,1991/1992,ATL,6-4,180,10,11.2,.589,.267,12.8,2.2,0.5,18.7,13.3,1.1,1.8,.079,-0.7,-1.6,0.4,6.4
Chris Morris,SF,25,79,68,32.3,5.2,12.2,.425,0.6,2.3,.251,4.6,9.9,.465,.449,2.3,3.1,.734,2.7,3.9,6.6,2.8,1.7,1.2,2.1,3.1,13.2,1991/1992,NJN,6-8,210,2,14.7,.487,.186,12.8,2.6,2.2,13.5,19.5,1.2,4.5,.085,1.0,-0.1,1.9,10.7
John Morton,SF,23,66,2,18.3,1.8,4.2,.438,0.1,0.2,.333,1.8,4.0,.443,.445,1.7,2.1,.813,0.6,0.9,1.6,3.7,0.9,0.3,1.6,1.7,5.4,1991/1992,CLE,6-3,180,1,12.2,.533,.044,27.9,2.5,0.9,24.2,16.0,0.5,1.5,.058,-1.2,-1.4,0.2,5.0
Chris Mullin,SF,27,82,82,40.4,9.5,17.7,.536,0.5,1.6,.301,9.0,16.0,.560,.550,6.3,7.1,.884,1.7,3.7,5.4,4.0,2.1,0.8,3.0,2.1,25.7,1991/1992,GSW,6-7,215,5,21.4,.618,.092,14.9,2.4,1.1,12.6,23.5,9.7,12.2,.176,4.7,4.5,5.6,7.4
Chris Munk,PF,23,11,0,2.6,0.3,0.6,.429,0.0,0.0,0,0.3,0.6,.429,.429,0.6,1.1,.583,0.5,0.8,1.3,0.1,0.1,0.2,0.5,0.5,1.2,1991/1992,UTA,6-9,225,R,14.5,.529,.000,4.9,1.7,4.3,28.9,26.4,0.0,0.0,.048,-2.9,-3.8,0.0,28.4
Tod Murphy,PF,27,52,19,20.4,1.7,4.4,.396,0.0,0.3,.059,1.7,4.0,.424,.399,1.3,2.0,.667,1.8,3.1,4.9,1.2,0.5,0.4,0.6,1.9,4.8,1991/1992,MIN,6-9,220,2,10.6,.459,.075,7.7,1.2,1.2,10.5,12.4,0.6,1.4,.062,-2.7,-2.0,-0.2,13.9
Jerrod Mustaf,PF,21,62,5,13.3,1.7,3.7,.465,0.0,0.0,.000,1.7,3.7,.467,.465,0.9,1.4,.644,0.8,1.9,2.7,0.6,0.2,0.2,1.0,1.8,4.3,1991/1992,NYK,6-10,238,R,8.3,.503,.004,6.2,0.9,1.0,18.6,17.3,-0.4,0.4,.022,-5.0,-4.4,-0.6,11.8
Pete Myers,SG,27,8,1,12.9,1.3,2.9,.435,0.0,0.1,.000,1.3,2.8,.455,.435,1.1,1.4,.818,0.3,2.0,2.3,1.8,0.4,0.4,1.8,1.8,3.6,1991/1992,SAS,6-6,180,4,7.1,.521,.043,17.8,1.4,1.8,33.5,16.9,-0.2,0.0,-0.002,-4.5,-5.7,-0.1,9.7
Larry Nance,PF,31,80,78,36.6,7.9,15.1,.524,0.0,0.1,.250,7.9,15.0,.526,.525,3.3,4.1,.803,2.5,6.1,8.6,3.0,0.8,2.5,1.6,2.7,19.2,1991/1992,CLE,6-10,205,9,20.6,.567,.007,13.4,1.1,4.1,8.8,22.2,6.1,9.8,.160,3.6,2.5,4.2,13.6
Craig Neal,PG,26,10,0,12.5,1.4,3.5,.400,0.3,0.9,.333,1.1,2.6,.423,.443,1.3,2.2,.591,0.2,1.4,1.6,3.7,0.4,0.0,1.9,2.6,4.4,1991/1992,DEN,6-5,165,1,8.2,.492,.257,33.8,1.4,0.0,29.8,18.0,-0.1,-0.1,-0.047,-8.2,-5.0,-0.2,6.0
Ed Nealy,PF,30,55,0,10.4,0.8,1.8,.464,0.1,0.3,.313,0.7,1.5,.494,.490,0.5,0.7,.737,0.8,1.9,2.7,0.7,0.4,0.1,0.3,0.8,2.2,1991/1992,PHO,6-7,238,7,11.3,.541,.165,7.6,2.0,0.4,14.3,9.4,0.6,1.5,.122,1.1,-0.3,0.4,14.4
Johnny Newman,SF,27,81,81,30.6,5.9,12.6,.470,0.4,1.0,.357,5.5,11.5,.480,.485,4.8,5.9,.809,1.2,2.0,3.1,2.3,1.2,0.2,2.3,3.4,16.9,1991/1992,CHH,6-7,190,4,15.1,.559,.083,11.9,2.0,0.4,13.4,24.3,2.8,4.1,.080,-1.0,-0.2,0.7,5.9
Ken Norman,SF,26,70,45,33.0,7.4,14.8,.501,0.1,0.5,.188,7.3,14.4,.511,.504,2.5,3.9,.629,2.5,4.6,7.1,2.3,0.9,0.9,2.0,2.7,17.4,1991/1992,LAC,6-8,215,3,16.4,.526,.031,10.9,1.3,1.6,10.7,22.8,2.2,4.8,.100,0.5,0.8,1.5,11.6
Dan O'Sullivan,C,22,21,0,4.0,0.3,0.8,.438,0.0,0.0,0,0.3,0.8,.438,.438,0.3,0.5,.636,0.2,0.6,0.8,0.2,0.0,0.0,0.2,0.9,1.0,1991/1992,UTA,6-10,250,R,6.0,.504,.000,6.4,0.6,0.7,16.1,12.9,0.0,0.1,.062,-6.5,-6.1,-0.1,11.8
Charles Oakley,PF,27,76,74,36.0,4.0,7.8,.516,0.0,0.0,.000,4.0,7.8,.518,.516,3.1,4.0,.784,4.0,8.1,12.1,2.7,0.8,0.2,2.8,3.8,11.2,1991/1992,NYK,6-9,225,5,13.6,.585,.003,10.4,1.1,0.4,22.8,15.0,2.6,6.2,.109,-1.0,-0.8,0.7,19.3
Alan Ogg,C,23,31,1,8.4,0.8,1.8,.436,0.0,0.1,.000,0.8,1.7,.453,.436,0.2,0.3,.600,0.5,1.1,1.6,0.1,0.2,0.9,0.3,1.7,1.7,1991/1992,MIA,7-2,240,R,7.4,.455,.036,1.0,1.1,6.3,11.9,10.5,-0.1,0.3,.053,-5.2,-6.5,-0.2,10.5
Hakeem Olajuwon,C,28,56,50,36.8,8.7,17.1,.508,0.0,0.1,.000,8.7,17.1,.510,.508,3.8,4.9,.769,3.9,9.8,13.8,2.3,2.2,3.9,3.1,3.9,21.2,1991/1992,HOU,7-0,255,6,24.3,.549,.004,10.2,2.9,6.4,13.9,25.0,2.9,8.6,.201,6.2,2.1,4.3,19.9
Jawann Oldham,C,33,4,0,4.8,0.8,1.5,.500,0.0,0.0,0,0.8,1.5,.500,.500,0.0,0.0,0,0.0,0.8,0.8,0.0,0.0,0.0,0.0,0.3,1.5,1991/1992,IND,7-0,215,9,8.1,.500,.000,0.0,0.0,0.0,0.0,13.3,0.0,0.0,.028,-5.6,-2.1,0.0,9.1
Brian Oliver,SG,22,73,4,11.0,1.5,3.7,.408,0.1,0.2,.278,1.5,3.5,.417,.417,0.7,1.0,.732,0.2,0.8,1.1,1.2,0.5,0.1,0.7,1.0,3.8,1991/1992,PHI,6-4,210,R,9.9,.460,.066,16.2,2.1,0.3,14.2,19.3,-0.5,0.2,.010,-4.4,-4.0,-0.5,5.6
Gerald Paddio,SF,25,70,22,16.9,3.0,7.2,.419,0.1,0.3,.250,2.9,6.9,.427,.425,1.1,1.3,.796,0.5,1.1,1.7,1.3,0.3,0.1,1.0,1.0,7.2,1991/1992,CLE,6-7,205,R,9.3,.461,.047,11.9,0.9,0.3,11.5,22.8,-0.9,-0.4,-0.018,-6.5,-3.7,-1.3,5.8
Walter Palmer,C,22,28,0,3.0,0.5,1.6,.333,0.0,0.0,.000,0.5,1.6,.341,.333,0.4,0.5,.667,0.2,0.5,0.8,0.2,0.1,0.1,0.2,0.7,1.4,1991/1992,UTA,7-1,215,R,8.5,.388,.022,11.1,1.8,2.9,10.4,30.0,-0.2,-0.1,-0.041,-7.8,-7.7,-0.1,14.5
Robert Parish,C,37,81,81,30.1,6.0,10.0,.598,0.0,0.0,.000,6.0,10.0,.599,.598,2.9,3.8,.767,3.3,7.2,10.6,0.8,0.8,1.3,1.9,2.4,14.9,1991/1992,BOS,7-1,230,14,20.6,.637,.001,3.7,1.3,2.4,13.9,19.0,6.1,10.0,.198,2.2,2.4,2.6,19.3
John Paxson,PG,30,82,82,24.0,3.9,7.0,.548,0.5,1.2,.438,3.4,5.9,.571,.585,0.4,0.5,.829,0.2,0.9,1.1,3.6,0.8,0.0,0.8,1.7,8.7,1991/1992,CHI,6-2,185,7,14.0,.596,.166,19.9,1.6,0.1,10.4,14.4,4.2,5.7,.140,0.3,0.6,1.1,2.7
Kenny Payne,SF,24,47,6,9.4,1.4,4.0,.360,0.1,0.4,.222,1.4,3.6,.374,.370,0.6,0.6,.897,0.4,1.0,1.4,0.3,0.2,0.1,0.4,0.9,3.5,1991/1992,PHI,6-8,195,1,7.5,.411,.095,5.4,1.1,0.8,9.4,21.9,-0.7,-0.3,-0.037,-7.2,-5.2,-0.6,8.3
Gary Payton,PG,22,82,82,27.4,3.2,7.0,.450,0.0,0.2,.077,3.1,6.9,.459,.451,0.8,1.2,.711,1.3,1.6,3.0,6.4,2.0,0.2,2.2,3.0,7.2,1991/1992,SEA,6-4,180,R,13.2,.476,.023,30.8,3.7,0.4,22.6,14.9,1.0,3.4,.073,0.8,-0.5,1.6,6.5
Will Perdue,C,25,74,3,13.1,1.6,3.2,.494,0.0,0.0,.000,1.6,3.1,.500,.494,1.0,1.5,.670,1.6,2.9,4.5,0.6,0.3,0.8,1.0,2.0,4.1,1991/1992,CHI,7-0,240,2,13.7,.540,.013,6.0,1.2,3.7,20.9,15.8,0.6,2.3,.115,-2.2,-2.5,-0.1,20.3
Sam Perkins,PF,29,73,66,34.3,5.0,10.2,.495,0.2,0.9,.281,4.8,9.3,.515,.507,3.1,3.8,.821,2.3,5.1,7.4,1.5,0.9,1.1,1.4,3.4,13.5,1991/1992,LAL,6-9,235,6,14.8,.567,.086,6.2,1.3,1.8,10.6,16.9,4.4,8.0,.153,0.9,0.0,1.9,12.5
Tim Perry,C,25,46,2,12.8,1.6,3.1,.521,0.0,0.1,.000,1.6,3.0,.540,.521,0.9,1.5,.614,1.2,1.6,2.7,0.6,0.5,0.9,0.7,1.3,4.2,1991/1992,PHO,6-9,200,2,13.8,.552,.035,5.9,1.9,4.2,15.5,14.4,0.5,1.4,.116,0.7,-0.6,0.4,11.7
Chuck Person,SF,26,80,79,32.1,7.8,15.4,.504,0.9,2.5,.340,6.9,12.9,.536,.532,2.1,2.9,.721,1.5,3.7,5.2,3.0,0.7,0.2,2.3,2.8,18.4,1991/1992,IND,6-8,220,4,16.1,.553,.165,14.7,1.1,0.4,12.1,24.8,3.1,3.9,.073,-0.7,1.7,0.8,9.3
Jim Petersen,C,28,62,21,13.5,1.8,3.8,.483,0.0,0.1,.250,1.8,3.7,.487,.485,0.8,1.2,.658,1.1,2.1,3.2,0.4,0.2,0.7,0.8,2.5,4.5,1991/1992,GSW,6-10,235,6,9.8,.518,.017,4.2,0.7,2.9,15.1,15.2,0.3,1.0,.055,-4.1,-3.4,-0.4,13.2
Dražen Petrović,SG,26,18,0,7.4,1.8,3.9,.451,0.1,0.3,.167,1.7,3.6,.477,.458,0.8,1.2,.682,0.6,0.4,1.0,1.1,0.3,0.0,0.7,1.2,4.4,1991/1992,POR,6-5,195,1,15.3,.496,.085,22.9,2.2,0.0,12.9,28.3,0.1,0.3,.094,-2.8,-2.0,0.0,7.5
Dražen Petrović,SG,26,43,0,20.5,4.9,9.8,.500,0.5,1.4,.373,4.4,8.4,.521,.526,2.3,2.7,.861,1.0,1.2,2.1,1.5,0.9,0.0,1.6,2.6,12.6,1991/1992,NJN,6-5,195,1,16.8,.574,.140,12.6,2.0,0.1,12.7,24.7,1.6,2.3,.123,-0.4,0.5,0.3,5.5
Ricky Pierce,SG,31,46,0,28.8,7.8,15.7,.499,0.8,2.0,.398,7.0,13.6,.514,.524,6.1,6.8,.907,0.8,1.7,2.5,2.1,0.8,0.2,2.0,2.0,22.5,1991/1992,MIL,6-4,205,8,22.7,.605,.129,12.7,1.4,0.5,9.8,30.7,4.5,5.3,.192,3.7,5.3,1.9,5.3
Ricky Pierce,SG,31,32,2,26.3,6.3,13.6,.463,0.3,0.7,.391,6.0,12.9,.467,.474,4.6,5.0,.925,0.9,1.4,2.3,2.3,0.7,0.1,1.7,2.5,17.5,1991/1992,SEA,6-4,205,8,18.3,.554,.053,13.4,1.3,0.2,9.6,28.0,2.2,2.5,.145,0.1,2.2,0.4,5.3
Ed Pinckney,PF,27,70,16,16.6,1.9,3.5,.539,0.0,0.0,.000,1.9,3.5,.541,.539,1.5,1.7,.897,2.2,2.7,4.9,0.6,0.9,0.6,0.6,2.1,5.2,1991/1992,BOS,6-9,195,5,16.6,.622,.004,4.7,2.6,2.1,13.3,12.2,2.9,4.7,.195,2.1,1.0,1.2,16.1
Scottie Pippen,SF,25,82,82,36.8,7.3,14.1,.520,0.3,0.8,.309,7.1,13.2,.534,.529,2.9,4.1,.706,2.0,5.3,7.3,6.2,2.4,1.1,2.8,3.3,17.8,1991/1992,CHI,6-8,210,3,20.6,.561,.059,23.5,3.2,1.9,15.1,21.8,5.9,11.2,.179,5.8,3.2,5.9,11.6
Olden Polynice,C,26,48,0,20.0,3.4,6.3,.545,0.0,0.0,0,3.4,6.3,.545,.545,1.4,2.4,.588,2.4,3.3,5.6,0.3,0.5,0.4,1.1,2.0,8.3,1991/1992,SEA,6-11,220,3,15.2,.562,.000,2.4,1.4,1.3,13.0,17.8,1.3,2.3,.113,-1.5,0.3,0.1,16.8
Olden Polynice,C,26,31,30,36.5,4.9,8.4,.579,0.0,0.0,.000,4.9,8.4,.581,.579,2.5,4.5,.572,3.4,5.7,9.1,0.8,0.5,0.4,1.1,3.2,12.3,1991/1992,LAC,6-11,220,3,12.9,.592,.004,3.2,0.7,0.7,9.8,12.8,1.8,2.9,.123,-1.1,-0.7,0.3,13.5
Dave Popson,PF,26,19,0,3.4,0.7,1.7,.406,0.0,0.0,0,0.7,1.7,.406,.406,0.5,0.5,.900,0.4,0.4,0.7,0.1,0.1,0.1,0.3,0.6,1.8,1991/1992,BOS,6-10,220,1,11.6,.481,.000,4.3,0.8,1.8,14.2,27.9,0.0,0.0,.035,-8.8,-5.6,-0.1,12.1
Terry Porter,PG,27,81,81,32.9,6.0,11.7,.515,1.6,3.9,.415,4.4,7.8,.564,.584,3.4,4.2,.823,0.6,2.8,3.5,8.0,2.0,0.1,2.3,1.9,17.0,1991/1992,POR,6-3,195,5,21.7,.632,.332,34.0,2.8,0.3,14.7,19.6,9.2,13.0,.235,7.4,5.6,6.2,5.9
Paul Pressey,SG,32,70,18,24.0,2.9,6.1,.472,0.2,0.8,.281,2.6,5.3,.501,.491,1.6,1.9,.827,0.7,1.8,2.5,3.9,0.9,0.5,1.9,2.5,7.5,1991/1992,SAS,6-5,185,8,11.4,.545,.134,21.8,1.8,1.1,21.2,15.2,1.0,3.2,.090,-0.1,-1.2,0.8,5.8
Mark Price,PG,26,16,16,35.7,6.1,12.2,.497,1.1,3.3,.340,4.9,8.9,.556,.544,3.7,3.9,.952,0.5,2.3,2.8,10.4,2.6,0.1,3.5,1.4,16.9,1991/1992,CLE,6-0,170,4,21.7,.610,.272,44.6,3.7,0.2,20.1,21.3,1.4,2.0,.167,5.6,4.3,1.1,4.6
Kevin Pritchard,PG,23,62,1,12.5,1.4,3.7,.384,0.1,0.5,.161,1.3,3.2,.419,.395,1.0,1.2,.805,0.3,0.8,1.0,1.3,0.5,0.1,1.0,1.7,3.9,1991/1992,GSW,6-3,180,R,6.9,.462,.135,13.3,1.8,0.6,18.3,16.6,-0.5,-0.2,-0.012,-5.0,-4.2,-0.6,4.6
Brian Quinnett,SG,24,68,5,14.9,2.0,4.5,.459,0.2,0.6,.349,1.8,3.8,.477,.483,0.4,0.5,.722,1.0,1.2,2.1,0.8,0.3,0.2,0.8,1.5,4.7,1991/1992,NYK,6-8,235,1,9.0,.500,.142,7.6,1.1,0.8,14.0,16.0,0.1,0.8,.039,-3.4,-2.2,-0.3,8.2
Kurt Rambis,PF,32,62,17,14.5,1.3,2.7,.497,0.0,0.0,.000,1.3,2.7,.503,.497,1.0,1.4,.706,1.2,3.0,4.3,1.0,0.4,0.2,0.7,1.7,3.6,1991/1992,PHO,6-8,213,9,11.4,.553,.012,8.7,1.3,0.7,18.0,11.3,0.9,2.2,.115,-0.3,-1.1,0.4,16.1
Blair Rasmussen,C,28,70,69,33.2,5.8,12.6,.458,0.0,0.1,.400,5.8,12.6,.458,.459,0.9,1.3,.677,2.4,7.3,9.7,1.0,0.7,1.9,1.2,4.4,12.5,1991/1992,DEN,7-0,250,5,11.7,.473,.006,3.7,0.9,3.0,8.0,15.3,0.6,1.7,.036,-4.3,-3.0,-1.3,13.8
J.R. Reid,C,22,80,80,30.8,4.5,9.7,.466,0.0,0.0,.000,4.5,9.6,.467,.466,2.3,3.2,.703,1.9,4.4,6.3,1.1,1.1,0.6,1.9,3.6,11.3,1991/1992,CHH,6-9,247,1,10.8,.508,.003,5.3,1.7,1.2,14.7,18.0,-0.3,1.8,.034,-3.7,-3.1,-1.1,11.7
Robert Reid,SF,35,3,0,12.3,0.7,4.7,.143,0.0,0.0,0,0.7,4.7,.143,.143,0.0,0.0,0,0.7,2.3,3.0,1.3,0.3,1.0,1.0,1.0,1.3,1991/1992,PHI,6-8,205,12,0.3,.143,.000,14.1,1.4,4.8,17.6,20.1,-0.2,-0.2,-0.235,-11.9,-9.9,-0.1,13.7
Jerry Reynolds,SG,28,80,9,23.0,4.3,9.9,.434,0.1,0.4,.294,4.2,9.5,.440,.440,4.2,5.2,.802,1.1,2.6,3.7,2.5,1.2,0.7,2.2,1.5,12.9,1991/1992,ORL,6-8,200,5,17.8,.529,.043,17.0,2.5,1.8,15.0,25.4,1.7,3.7,.096,2.3,1.3,2.0,8.8
Glen Rice,SF,23,77,77,34.4,7.1,15.5,.461,0.9,2.4,.386,6.2,13.1,.475,.491,2.2,2.7,.818,1.1,3.8,4.9,2.5,1.3,0.3,2.2,2.8,17.4,1991/1992,MIA,6-8,215,1,14.1,.522,.154,11.5,1.8,0.6,11.4,22.4,1.9,4.4,.080,-0.5,-0.1,1.0,8.1
Pooh Richardson,PG,24,82,82,38.5,7.7,16.5,.470,0.5,1.6,.328,7.2,14.9,.485,.486,1.1,2.0,.539,1.0,2.5,3.5,9.0,1.6,0.2,2.1,1.4,17.1,1991/1992,MIN,6-1,180,1,18.1,.492,.095,37.6,2.2,0.3,10.9,21.8,4.5,5.9,.089,2.0,3.1,3.2,5.3
Mitch Richmond,SG,25,77,77,39.3,9.1,18.5,.494,0.5,1.5,.348,8.6,17.0,.506,.508,5.1,6.0,.847,1.9,4.0,5.9,3.1,1.6,0.4,3.0,2.7,23.9,1991/1992,GSW,6-5,215,2,17.8,.565,.081,11.8,1.9,0.7,12.4,24.5,5.2,7.1,.113,1.0,2.1,2.3,8.2
Doc Rivers,PG,29,79,79,32.7,5.6,12.9,.435,1.1,3.3,.336,4.5,9.6,.470,.478,2.8,3.3,.844,0.6,2.6,3.2,4.3,1.9,0.6,1.6,2.7,15.2,1991/1992,ATL,6-4,185,7,16.2,.527,.257,19.5,2.8,1.1,9.9,20.1,4.1,6.3,.116,1.9,1.0,2.6,5.3
Fred Roberts,PF,30,82,82,25.8,4.4,8.2,.533,0.0,0.3,.160,4.3,7.9,.547,.536,2.1,2.5,.813,1.3,2.1,3.4,1.6,0.8,0.4,1.6,2.3,10.8,1991/1992,MIL,6-10,218,7,13.4,.583,.037,9.5,1.5,0.9,15.1,18.2,2.5,4.2,.096,-1.1,-0.2,0.5,7.9
Alvin Robertson,SG,28,81,81,32.1,5.4,11.2,.485,0.3,0.8,.365,5.1,10.4,.493,.497,2.5,3.2,.757,2.4,3.3,5.7,5.5,3.0,0.2,2.6,3.4,13.6,1991/1992,MIL,6-4,185,6,18.6,.538,.070,25.4,4.7,0.4,17.2,20.3,3.4,7.7,.142,4.4,1.6,4.2,10.5
Clifford Robinson,PF,24,82,11,23.7,4.5,9.8,.463,0.1,0.2,.316,4.5,9.6,.466,.467,2.5,3.8,.653,1.5,2.8,4.3,1.8,1.0,0.9,1.6,3.2,11.7,1991/1992,POR,6-10,225,1,14.1,.507,.024,11.0,1.9,2.4,12.3,22.6,1.2,4.2,.104,-0.4,-1.3,0.8,10.0
David Robinson,C,25,82,81,37.7,9.2,16.7,.552,0.0,0.1,.143,9.2,16.6,.554,.552,7.2,9.5,.762,4.1,8.9,13.0,2.5,1.5,3.9,3.3,3.2,25.6,1991/1992,SAS,7-1,235,1,27.4,.615,.005,10.9,2.0,6.2,13.7,26.6,9.4,17.0,.264,8.5,5.2,8.2,19.0
Larry Robinson,SG,23,24,0,7.1,1.0,2.5,.407,0.0,0.0,0,1.0,2.5,.407,.407,0.3,0.6,.533,0.6,0.3,1.0,0.5,0.4,0.0,0.7,1.0,2.3,1991/1992,GSW,6-3,180,R,6.6,.427,.000,8.5,2.5,0.3,19.6,19.2,-0.3,-0.2,-0.051,-6.0,-4.7,-0.2,7.5
