Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,season
Vinny Del Negro,SG,22,SAC,80,2,19.5,3.0,6.3,.475,0.1,0.3,.300,2.9,6.0,.482,.481,1.1,1.3,.850,0.6,1.5,2.1,2.6,0.8,0.2,1.0,2.0,7.1,1989/1990
Fennis Dembo,SF,23,DET,31,0,2.4,0.5,1.4,.333,0.0,0.1,.000,0.5,1.2,.368,.333,0.3,0.3,.800,0.3,0.5,0.7,0.2,0.0,0.0,0.2,0.5,1.2,1989/1990
James Donaldson,C,31,DAL,53,53,32.9,3.6,6.4,.573,0.0,0.0,,3.6,6.4,.573,.573,1.8,2.3,.766,3.0,7.8,10.8,0.7,0.5,1.5,1.6,2.1,9.1,1989/1990
Greg Dreiling,C,26,IND,53,4,7.5,0.8,1.5,.558,0.0,0.0,,0.8,1.5,.558,.558,0.8,1.2,.672,0.7,1.0,1.7,0.3,0.1,0.2,0.7,1.9,2.4,1989/1990
Clyde Drexler*,SG,26,POR,78,78,39.3,10.6,21.4,.496,0.3,1.3,.260,10.3,20.1,.511,.504,5.6,7.0,.799,3.7,4.2,7.9,5.8,2.7,0.7,3.2,3.4,27.2,1989/1990
Kevin Duckworth,C,24,POR,79,79,33.7,7.0,14.7,.477,0.0,0.0,.000,7.0,14.7,.478,.477,4.1,5.4,.757,3.1,4.9,8.0,0.8,0.7,0.6,2.5,3.8,18.1,1989/1990
Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,1989/1990
Chris Dudley,C,23,CLE,61,2,8.9,1.2,2.8,.435,0.0,0.0,.000,1.2,2.7,.437,.435,0.6,1.8,.364,1.2,1.4,2.6,0.3,0.1,0.4,0.7,1.3,3.0,1989/1990
Joe Dumars*,SG,25,DET,69,67,34.9,6.6,13.1,.505,0.2,0.4,.483,6.4,12.7,.506,.513,3.8,4.4,.850,0.8,1.7,2.5,5.7,0.9,0.1,2.6,1.5,17.2,1989/1990
Mike Dunleavy,PG,34,MIL,2,0,2.5,0.5,1.0,.500,0.5,1.0,.500,0.0,0.0,,.750,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,1989/1990
T.R. Dunn,SG,33,PHO,34,1,9.4,0.4,1.0,.343,0.0,0.0,,0.4,1.0,.343,.343,0.3,0.4,.750,0.9,0.9,1.8,0.7,0.4,0.0,0.2,1.0,1.0,1989/1990
Ledell Eackles,SG,22,WSB,80,6,18.2,4.0,9.2,.434,0.1,0.5,.225,3.9,8.7,.447,.441,3.4,4.3,.786,1.3,1.0,2.3,1.5,0.5,0.1,1.6,2.0,11.5,1989/1990
Mark Eaton,C,32,UTA,82,82,35.5,2.3,5.0,.462,0.0,0.0,,2.3,5.0,.462,.462,1.6,2.4,.660,2.8,7.5,10.3,1.0,0.5,3.8,1.7,3.5,6.2,1989/1990
James Edwards,C,33,DET,76,1,16.5,2.8,5.6,.500,0.0,0.0,.000,2.8,5.5,.502,.500,1.8,2.6,.686,0.9,2.1,3.0,0.6,0.1,0.4,0.9,3.0,7.3,1989/1990
Kevin Edwards,SG,23,MIA,79,62,29.7,5.9,14.0,.425,0.1,0.5,.270,5.8,13.5,.431,.430,1.8,2.4,.746,1.1,2.2,3.3,4.4,1.8,0.3,3.1,1.9,13.8,1989/1990
Craig Ehlo,SG,27,CLE,82,4,22.8,3.0,6.4,.475,0.5,1.2,.390,2.6,5.2,.495,.512,0.9,1.4,.607,1.2,2.4,3.6,3.2,1.3,0.2,1.4,2.0,7.4,1989/1990
Dale Ellis,SG,28,SEA,82,82,38.9,10.5,20.9,.501,2.0,4.1,.478,8.5,16.7,.507,.549,4.6,5.6,.816,1.9,2.3,4.2,2.0,1.3,0.3,2.7,2.4,27.5,1989/1990
Wayne Engelstad,PF,23,DEN,11,0,4.5,1.0,2.6,.379,0.0,0.0,,1.0,2.6,.379,.379,0.5,0.9,.600,0.5,1.0,1.5,0.6,0.1,0.0,0.3,1.1,2.5,1989/1990
Alex English*,SF,35,DEN,82,82,36.5,11.3,22.9,.491,0.0,0.1,.250,11.2,22.8,.492,.492,4.0,4.6,.858,1.8,2.2,4.0,4.7,0.8,0.1,2.4,2.1,26.5,1989/1990
Patrick Ewing*,C,26,NYK,80,80,36.2,9.1,16.0,.567,0.0,0.1,.000,9.1,16.0,.570,.567,4.5,6.1,.746,2.7,6.6,9.3,2.4,1.5,3.5,3.3,3.9,22.7,1989/1990
Jim Farmer,SG,24,UTA,37,0,11.1,1.5,3.8,.401,0.2,0.5,.450,1.3,3.3,.393,.433,0.8,1.1,.707,0.6,0.9,1.5,0.8,0.2,0.0,0.7,1.1,4.1,1989/1990
Dave Feitl,C,26,WSB,57,36,14.5,2.0,4.7,.436,0.0,0.0,.000,2.0,4.6,.438,.436,0.9,1.1,.831,1.2,2.3,3.5,0.6,0.3,0.3,1.1,2.4,5.0,1989/1990
Rolando Ferreira,C,24,POR,12,0,2.8,0.1,1.5,.056,0.0,0.0,,0.1,1.5,.056,.056,0.6,0.7,.875,0.3,0.8,1.1,0.1,0.0,0.1,0.5,0.6,0.8,1989/1990
Duane Ferrell,SF,23,ATL,41,0,5.6,0.9,2.0,.422,0.0,0.0,,0.9,2.0,.422,.422,0.7,1.1,.682,0.5,0.5,1.0,0.2,0.2,0.1,0.3,0.8,2.4,1989/1990
Vern Fleming,PG,26,IND,76,69,33.6,5.5,10.7,.515,0.0,0.3,.130,5.5,10.4,.526,.517,3.2,4.0,.799,1.1,3.0,4.1,6.5,1.0,0.2,2.5,2.8,14.3,1989/1990
Sleepy Floyd,PG,28,HOU,82,82,34.0,4.8,10.9,.443,1.3,3.6,.373,3.5,7.3,.478,.504,3.2,3.8,.845,0.6,3.1,3.7,8.6,1.5,0.1,3.1,2.4,14.2,1989/1990
Tellis Frank,PF,23,GSW,32,2,7.7,1.1,2.8,.374,0.0,0.0,.000,1.1,2.8,.378,.374,1.2,1.6,.765,0.8,1.1,1.9,0.5,0.4,0.2,0.9,1.8,3.3,1989/1990
Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,1989/1990
Anthony Frederick,SF,24,IND,46,0,6.8,1.4,2.7,.504,0.0,0.1,.400,1.3,2.6,.508,.512,0.5,0.7,.706,0.6,0.6,1.1,0.4,0.3,0.1,0.7,1.3,3.3,1989/1990
Corey Gaines,SG,23,NJN,32,0,10.5,0.8,2.0,.422,0.0,0.2,.200,0.8,1.8,.441,.430,0.4,0.5,.750,0.1,0.5,0.6,2.1,0.5,0.0,0.6,0.8,2.1,1989/1990
Kevin Gamble,SF,23,BOS,44,6,8.5,1.7,3.1,.551,0.0,0.3,.182,1.7,2.8,.584,.559,0.8,1.3,.636,0.3,0.7,1.0,0.8,0.3,0.1,0.4,0.9,4.3,1989/1990
Winston Garland,PG,24,GSW,79,79,33.7,5.9,13.6,.434,0.1,0.5,.233,5.8,13.1,.442,.439,2.6,3.2,.809,1.3,2.9,4.2,6.4,2.2,0.2,2.4,2.7,14.5,1989/1990
Tom Garrick,SG,22,LAC,71,20,21.1,2.5,5.1,.490,0.0,0.2,.000,2.5,4.9,.509,.490,1.4,1.8,.803,0.5,1.7,2.2,3.4,1.1,0.1,1.6,2.0,6.4,1989/1990
Kenny Gattison,PF,24,PHO,2,0,4.5,0.0,0.5,.000,0.0,0.0,,0.0,0.5,.000,.000,0.5,1.0,.500,0.0,0.5,0.5,0.0,0.0,0.0,0.0,1.0,0.5,1989/1990
Ben Gillery,C,23,SAC,24,0,3.5,0.3,0.8,.316,0.0,0.0,,0.3,0.8,.316,.316,0.5,1.0,.565,0.3,0.7,1.0,0.1,0.1,0.2,0.2,1.2,1.0,1989/1990
Armen Gilliam,PF,24,PHO,74,60,28.6,6.3,12.6,.503,0.0,0.0,,6.3,12.6,.503,.503,3.2,4.4,.743,2.2,5.1,7.3,0.7,0.7,0.4,1.9,2.4,15.9,1989/1990
Mike Gminski,C,29,PHI,82,82,33.4,6.8,14.2,.477,0.0,0.1,.000,6.8,14.1,.479,.477,3.6,4.2,.871,2.6,6.8,9.4,1.7,0.6,1.3,1.6,1.7,17.2,1989/1990
Grant Gondrezick,SG,26,LAC,27,0,9.0,1.4,3.5,.400,0.1,0.4,.273,1.3,3.1,.417,.416,1.0,1.5,.650,0.6,0.8,1.3,1.3,0.5,0.0,0.6,1.3,3.9,1989/1990
Orlando Graham,PF,23,GSW,7,0,3.1,0.4,1.4,.300,0.0,0.0,,0.4,1.4,.300,.300,0.3,0.6,.500,1.1,0.4,1.6,0.0,0.0,0.0,0.3,0.9,1.1,1989/1990
Ron Grandison,PF,24,BOS,72,0,7.3,0.8,2.0,.415,0.0,0.1,.000,0.8,1.8,.447,.415,0.8,1.1,.738,0.7,0.6,1.3,0.6,0.3,0.0,0.5,1.0,2.5,1989/1990
Gary Grant,PG,23,LAC,71,48,27.1,5.1,11.7,.435,0.1,0.3,.227,5.0,11.4,.441,.438,1.7,2.3,.735,1.1,2.2,3.4,7.1,2.0,0.1,3.6,2.4,11.9,1989/1990
Harvey Grant,PF,23,WSB,71,1,16.8,2.5,5.5,.464,0.0,0.0,.000,2.5,5.5,.465,.464,0.5,0.8,.596,1.1,1.2,2.3,1.1,0.5,0.4,0.4,2.1,5.6,1989/1990
Horace Grant,PF,23,CHI,79,79,35.6,5.1,9.9,.519,0.0,0.1,.000,5.1,9.8,.522,.519,1.8,2.5,.704,3.0,5.6,8.6,2.1,1.1,0.8,1.6,3.2,12.0,1989/1990
Stuart Gray,C,25,IND,72,0,10.9,1.0,2.1,.471,0.0,0.0,.000,1.0,2.1,.474,.471,0.6,0.9,.688,1.2,2.2,3.4,0.4,0.2,0.3,0.7,1.8,2.6,1989/1990
Sylvester Gray,SF,21,MIA,55,15,22.2,3.0,7.2,.420,0.0,0.1,.250,3.0,7.2,.421,.421,1.9,2.8,.673,2.1,3.1,5.2,2.1,0.7,0.5,1.9,2.6,8.0,1989/1990
Jeff Grayer,SG,23,MIL,11,2,18.2,2.9,6.6,.438,0.0,0.2,.000,2.9,6.5,.451,.438,1.5,1.8,.850,1.3,1.9,3.2,2.0,0.9,0.1,1.7,1.4,7.4,1989/1990
A.C. Green,PF,25,LAL,82,82,30.6,4.9,9.2,.529,0.0,0.2,.235,4.8,9.0,.536,.532,3.4,4.4,.786,3.1,5.9,9.0,1.3,1.1,0.7,1.5,2.1,13.3,1989/1990
Rickey Green,PG,34,TOT,63,2,13.8,2.0,4.2,.489,0.0,0.2,.273,2.0,4.0,.498,.494,0.5,0.5,.909,0.2,0.9,1.1,3.0,0.6,0.0,1.0,0.6,4.6,1989/1990
Rickey Green,PG,34,CHH,33,2,11.2,1.7,4.0,.432,0.0,0.2,.200,1.7,3.8,.441,.436,0.4,0.4,.929,0.1,0.6,0.7,2.5,0.5,0.0,0.8,0.5,3.9,1989/1990
Rickey Green,PG,34,MIL,30,0,16.7,2.4,4.4,.545,0.1,0.2,.333,2.3,4.2,.556,.553,0.6,0.6,.895,0.2,1.3,1.5,3.5,0.7,0.1,1.1,0.6,5.4,1989/1990
Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,1989/1990
Sidney Green,PF,28,NYK,82,0,15.6,2.4,5.1,.460,0.0,0.0,.000,2.4,5.1,.463,.460,1.6,2.1,.759,1.9,2.9,4.8,0.9,0.6,0.2,1.5,2.1,6.3,1989/1990
Dave Greenwood,PF,31,TOT,67,18,20.9,2.5,5.9,.423,0.0,0.0,,2.5,5.9,.423,.423,2.0,2.6,.750,2.1,3.9,6.0,1.4,0.7,0.8,1.4,3.0,7.0,1989/1990
Dave Greenwood,PF,31,SAS,38,15,24.0,2.8,6.5,.425,0.0,0.0,,2.8,6.5,.425,.425,2.2,2.8,.800,2.4,3.8,6.3,1.4,0.8,0.6,1.4,3.2,7.7,1989/1990
Dave Greenwood,PF,31,DEN,29,3,16.9,2.1,5.1,.419,0.0,0.0,,2.1,5.1,.419,.419,1.7,2.4,.676,1.7,4.0,5.7,1.4,0.6,1.0,1.2,2.7,5.9,1989/1990
Darrell Griffith,SG,30,UTA,82,73,29.0,5.7,12.7,.446,0.7,2.4,.311,4.9,10.4,.477,.475,1.7,2.2,.780,0.9,3.1,4.0,1.6,1.0,0.3,1.7,2.1,13.8,1989/1990
Pétur Guðmundsson,C,30,SAS,5,3,14.0,1.8,5.0,.360,0.0,0.0,,1.8,5.0,.360,.360,0.6,0.8,.750,1.0,2.2,3.2,1.0,0.2,0.2,1.6,3.0,4.2,1989/1990
Jack Haley,PF,25,CHI,51,1,5.7,0.7,1.5,.474,0.0,0.0,,0.7,1.5,.474,.474,0.7,0.9,.783,0.4,1.0,1.4,0.2,0.2,0.0,0.5,1.1,2.2,1989/1990
Bob Hansen,SG,28,UTA,46,9,21.0,3.0,6.5,.467,0.4,1.2,.352,2.6,5.3,.492,.498,0.9,1.6,.560,0.6,2.2,2.8,1.1,0.8,0.1,0.9,2.3,7.4,1989/1990
Bill Hanzlik,PF,31,DEN,41,0,17.1,1.6,3.7,.437,0.0,0.1,.200,1.6,3.6,.445,.440,1.7,2.1,.782,0.4,1.8,2.3,2.1,0.6,0.1,1.3,2.0,4.9,1989/1990
Derek Harper,PG,27,DAL,81,81,36.6,6.6,13.9,.477,1.2,3.4,.356,5.4,10.5,.517,.521,2.8,3.5,.806,0.6,2.2,2.8,7.0,2.1,0.5,2.5,2.7,17.3,1989/1990
Ron Harper,SG,25,CLE,82,82,34.8,7.2,14.0,.511,0.4,1.4,.250,6.8,12.6,.540,.523,3.9,5.2,.751,1.5,3.5,5.0,5.3,2.3,0.9,2.8,2.7,18.6,1989/1990
Steve Harris,SG,25,DET,3,0,2.3,0.3,1.3,.250,0.0,0.0,,0.3,1.3,.250,.250,0.7,0.7,1.000,0.0,0.7,0.7,0.0,0.3,0.0,0.0,0.3,1.3,1989/1990
Scott Hastings,C,28,MIA,75,6,16.1,1.9,4.4,.436,0.1,0.4,.321,1.8,4.0,.447,.450,1.2,1.4,.850,1.0,2.1,3.1,0.8,0.4,0.6,0.9,2.7,5.1,1989/1990
Hersey Hawkins,SG,22,PHI,79,79,32.6,5.6,12.3,.455,0.9,2.1,.428,4.7,10.2,.461,.492,3.1,3.7,.831,0.6,2.2,2.8,3.0,1.5,0.5,2.0,2.3,15.1,1989/1990
Gerald Henderson,PG,33,PHI,65,0,15.2,2.2,5.4,.414,0.5,1.6,.308,1.7,3.7,.461,.461,1.6,2.0,.819,0.3,0.8,1.0,2.2,0.6,0.0,1.1,1.9,6.5,1989/1990
Rod Higgins,PF,29,GSW,81,1,23.3,3.7,7.8,.476,0.8,2.1,.393,2.9,5.7,.505,.528,2.3,2.8,.821,1.4,3.3,4.6,2.0,0.5,0.5,0.9,2.1,10.6,1989/1990
Roy Hinson,SF,27,NJN,82,39,31.0,6.0,12.5,.482,0.0,0.0,.000,6.0,12.5,.483,.482,3.9,5.1,.757,1.9,4.5,6.4,0.9,0.4,1.5,2.0,3.6,16.0,1989/1990
Craig Hodges,SG,28,TOT,59,6,20.4,3.4,7.3,.472,1.3,3.1,.417,2.2,4.2,.512,.559,0.8,1.0,.842,0.4,1.1,1.5,2.5,0.7,0.1,1.0,1.5,9.0,1989/1990
Craig Hodges,SG,28,PHO,10,0,9.2,1.6,3.6,.444,0.4,1.2,.333,1.2,2.4,.500,.500,0.3,0.4,.750,0.2,0.3,0.5,0.8,0.2,0.0,0.5,0.8,3.9,1989/1990
Craig Hodges,SG,28,CHI,49,6,22.7,3.8,8.0,.475,1.4,3.4,.423,2.4,4.6,.513,.565,0.9,1.1,.849,0.4,1.3,1.7,2.8,0.8,0.1,1.1,1.7,10.0,1989/1990
Michael Holton,PG,27,CHH,67,60,25.3,3.2,7.5,.427,0.0,0.2,.214,3.2,7.3,.433,.430,1.8,2.1,.839,0.4,1.1,1.6,6.3,1.0,0.2,1.8,2.5,8.3,1989/1990
Dave Hoppen,C,24,CHH,77,36,18.4,2.6,4.6,.564,0.0,0.0,.500,2.6,4.6,.564,.565,1.3,1.8,.727,1.6,3.4,5.0,0.7,0.3,0.3,1.0,3.1,6.5,1989/1990
Dennis Hopson,SG,23,NJN,62,36,25.0,4.8,11.5,.419,0.1,0.4,.148,4.8,11.1,.429,.422,3.0,3.5,.849,1.5,1.8,3.3,1.7,1.1,0.5,1.6,2.4,12.7,1989/1990
Tito Horford,C,23,MIL,25,0,4.5,0.6,1.8,.326,0.0,0.0,,0.6,1.8,.326,.326,0.5,0.8,.632,0.4,0.5,0.9,0.1,0.0,0.3,0.6,0.6,1.7,1989/1990
Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,1989/1990
Jeff Hornacek,SG,25,PHO,78,73,31.9,5.6,11.4,.495,0.3,1.0,.333,5.3,10.4,.511,.510,1.9,2.3,.826,1.0,2.4,3.4,6.0,1.7,0.1,1.4,2.4,13.5,1989/1990
Phil Hubbard,SF,32,CLE,31,0,6.2,0.9,2.0,.444,0.0,0.0,,0.9,2.0,.444,.444,0.5,0.8,.680,0.5,0.8,1.3,0.4,0.2,0.0,0.3,0.6,2.4,1989/1990
Eddie Hughes,PG,28,DEN,26,1,8.6,1.1,2.5,.438,0.3,0.8,.318,0.8,1.6,.500,.492,0.3,0.5,.583,0.2,0.5,0.7,1.3,0.7,0.1,0.4,1.2,2.7,1989/1990
Jay Humphries,PG,26,MIL,73,50,30.4,4.7,9.8,.483,0.3,1.3,.266,4.4,8.5,.516,.501,1.8,2.2,.816,1.0,1.6,2.6,5.5,1.9,0.1,2.2,2.6,11.6,1989/1990
Marc Iavaroni,PF,32,UTA,77,50,10.3,0.9,2.1,.442,0.0,0.0,.000,0.9,2.1,.444,.442,0.5,0.6,.818,0.5,1.2,1.7,0.4,0.1,0.2,0.7,1.3,2.3,1989/1990
Mark Jackson,PG,23,NYK,72,72,34.4,6.7,14.2,.467,1.1,3.3,.338,5.5,10.9,.507,.507,2.5,3.6,.698,1.5,3.3,4.7,8.6,1.9,0.1,3.1,2.3,16.9,1989/1990
Michael Jackson,PG,24,SAC,14,0,5.0,0.6,1.7,.375,0.1,0.4,.333,0.5,1.3,.389,.417,0.1,0.1,.500,0.1,0.2,0.3,0.8,0.2,0.0,0.3,0.9,1.5,1989/1990
Avery Johnson,PG,23,SEA,43,0,6.8,0.7,1.9,.349,0.0,0.2,.111,0.7,1.7,.378,.355,0.2,0.4,.563,0.3,0.3,0.6,1.7,0.5,0.1,0.4,0.8,1.6,1989/1990
Buck Johnson,SF,25,HOU,67,51,27.6,4.0,7.7,.524,0.0,0.1,.111,4.0,7.6,.532,.525,1.5,2.0,.754,1.7,2.6,4.3,1.9,1.0,0.5,1.6,3.2,9.6,1989/1990
Dennis Johnson*,PG,34,BOS,72,72,32.1,3.8,8.9,.434,0.1,0.7,.140,3.8,8.2,.459,.440,2.2,2.7,.821,0.4,2.2,2.6,6.6,1.3,0.3,2.4,2.9,10.0,1989/1990
Eddie Johnson,SF,29,PHO,70,7,29.2,8.7,17.5,.497,1.0,2.5,.413,7.7,15.0,.510,.526,3.1,3.6,.868,1.3,3.1,4.4,2.3,0.7,0.1,1.7,2.8,21.5,1989/1990
Frank Johnson,PG,30,HOU,67,0,13.1,1.6,3.7,.443,0.0,0.1,.167,1.6,3.6,.450,.445,1.1,1.4,.806,0.3,0.9,1.2,2.7,0.6,0.0,1.5,1.4,4.4,1989/1990
Kevin Johnson,PG,22,PHO,81,81,39.2,7.0,13.9,.505,0.0,0.3,.091,7.0,13.7,.514,.506,6.3,7.1,.882,0.6,3.6,4.2,12.2,1.7,0.3,4.0,2.8,20.4,1989/1990
Magic Johnson*,PG,29,LAL,77,77,37.5,7.5,14.8,.509,0.8,2.4,.314,6.8,12.3,.548,.535,6.7,7.3,.911,1.4,6.4,7.9,12.8,1.8,0.3,4.1,2.2,22.5,1989/1990
Steve Johnson,C,31,POR,72,11,20.5,4.1,7.8,.524,0.0,0.0,,4.1,7.8,.524,.524,1.8,3.4,.527,1.9,3.1,5.0,1.5,0.3,0.6,1.9,3.5,10.0,1989/1990
Vinnie Johnson,SG,32,DET,82,21,25.3,5.6,12.1,.464,0.2,0.5,.295,5.5,11.6,.472,.470,2.4,3.2,.734,1.3,1.8,3.1,3.0,0.9,0.2,1.3,1.9,13.8,1989/1990
Anthony Jones,SG,26,TOT,33,0,5.9,0.9,2.4,.367,0.1,0.5,.250,0.8,1.9,.397,.392,0.4,0.5,.875,0.4,0.4,0.8,0.5,0.3,0.1,0.2,0.6,2.3,1989/1990
Anthony Jones,SG,26,CHI,8,0,8.1,0.6,1.9,.333,0.0,0.1,.000,0.6,1.8,.357,.333,0.3,0.3,1.000,0.5,0.5,1.0,0.5,0.3,0.1,0.1,0.9,1.5,1989/1990
Anthony Jones,SG,26,DAL,25,0,5.2,1.0,2.6,.375,0.2,0.6,.267,0.8,2.0,.408,.406,0.5,0.6,.857,0.4,0.4,0.8,0.5,0.4,0.1,0.2,0.5,2.6,1989/1990
Bill Jones,PF,22,NJN,37,0,8.3,1.4,2.8,.490,0.0,0.0,.000,1.4,2.7,.495,.490,0.8,1.2,.674,0.5,0.7,1.3,0.5,0.5,0.2,0.5,1.0,3.5,1989/1990
Caldwell Jones,PF,38,POR,72,40,17.8,1.1,2.5,.421,0.0,0.0,.000,1.1,2.5,.423,.421,0.7,0.8,.787,1.2,2.9,4.2,0.8,0.3,1.2,1.2,2.3,2.8,1989/1990
Charles Jones,C,31,WSB,53,45,21.8,1.1,2.4,.480,0.0,0.0,.000,1.1,2.3,.484,.480,0.3,0.5,.640,1.5,3.4,4.8,0.8,0.7,1.4,0.7,3.5,2.6,1989/1990
Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,1989/1990
Charles Jones,PF,27,WSB,43,0,12.0,0.9,1.9,.463,0.0,0.1,.333,0.9,1.8,.468,.470,0.8,1.2,.623,1.3,2.0,3.3,0.4,0.4,0.4,0.5,1.1,2.6,1989/1990
Shelton Jones,SF,22,TOT,51,34,13.4,1.8,4.1,.445,0.0,0.0,.000,1.8,4.1,.447,.445,1.1,1.6,.725,0.6,1.6,2.2,0.8,0.4,0.3,0.9,1.1,4.8,1989/1990
Shelton Jones,SF,22,SAS,7,0,13.1,1.3,3.6,.360,0.0,0.0,,1.3,3.6,.360,.360,1.1,1.9,.615,0.9,1.4,2.3,1.0,0.3,0.3,1.0,1.1,3.7,1989/1990
Shelton Jones,SF,22,GSW,2,0,6.5,1.5,2.5,.600,0.0,0.0,,1.5,2.5,.600,.600,0.0,0.0,,1.0,0.0,1.0,1.0,1.5,0.0,0.5,0.0,3.0,1989/1990
Shelton Jones,SF,22,PHI,42,34,13.7,1.9,4.3,.453,0.0,0.0,.000,1.9,4.2,.455,.453,1.2,1.6,.746,0.6,1.7,2.3,0.8,0.4,0.3,0.9,1.2,5.0,1989/1990
Michael Jordan*,SG,25,CHI,81,81,40.2,11.9,22.2,.538,0.3,1.2,.276,11.6,21.0,.553,.546,8.3,9.8,.850,1.8,6.2,8.0,8.0,2.9,0.8,3.6,3.0,32.5,1989/1990
Tim Kempton,PF,25,CHH,79,0,17.0,2.2,4.2,.510,0.0,0.0,.000,2.2,4.2,.512,.510,1.8,2.6,.686,1.2,2.7,3.8,1.3,0.5,0.2,1.5,2.7,6.1,1989/1990
Steve Kerr,PG,23,PHO,26,0,6.0,0.8,1.8,.435,0.3,0.7,.471,0.5,1.1,.414,.522,0.2,0.3,.667,0.1,0.5,0.7,0.9,0.3,0.0,0.2,0.5,2.1,1989/1990
Jerome Kersey,SF,26,POR,76,76,35.7,7.0,15.0,.469,0.1,0.3,.286,6.9,14.7,.472,.471,3.4,4.9,.694,3.2,5.0,8.3,3.2,1.8,1.1,2.2,3.6,17.5,1989/1990
Randolph Keys,SF,22,CLE,42,0,7.9,1.8,4.1,.430,0.0,0.2,.100,1.7,3.9,.451,.433,0.5,0.7,.690,0.5,0.8,1.3,0.5,0.3,0.1,0.5,1.2,4.0,1989/1990
Albert King,SF,29,SAS,46,11,17.2,3.1,7.1,.431,0.2,0.7,.250,2.9,6.4,.451,.443,0.8,1.0,.771,0.7,2.3,3.0,1.7,0.6,0.2,1.6,2.1,7.1,1989/1990
Bernard King*,SF,32,WSB,81,81,31.6,8.1,16.9,.477,0.1,0.4,.167,8.0,16.6,.484,.479,4.5,5.4,.819,1.6,3.1,4.7,3.6,0.8,0.2,2.8,2.7,20.7,1989/1990
Greg Kite,C,27,TOT,70,24,13.5,0.9,2.2,.430,0.0,0.0,,0.9,2.2,.430,.430,0.3,0.6,.488,1.2,2.3,3.5,0.5,0.4,0.8,0.8,2.3,2.1,1989/1990
Greg Kite,C,27,LAC,58,12,12.6,0.8,2.1,.405,0.0,0.0,,0.8,2.1,.405,.405,0.2,0.5,.452,1.1,2.1,3.3,0.5,0.4,0.8,0.8,2.0,1.9,1989/1990
Greg Kite,C,27,CHH,12,12,17.8,1.3,2.5,.533,0.0,0.0,,1.3,2.5,.533,.533,0.5,0.8,.600,1.3,3.2,4.4,0.6,0.3,0.7,1.0,3.6,3.2,1989/1990
Joe Kleine,C,27,TOT,75,13,18.8,2.3,5.8,.405,0.0,0.0,.000,2.3,5.7,.407,.405,1.8,2.0,.882,1.7,3.4,5.0,0.9,0.4,0.3,1.4,2.6,6.5,1989/1990
Joe Kleine,C,27,SAC,47,11,19.4,2.5,6.4,.383,0.0,0.0,.000,2.5,6.4,.384,.383,1.7,1.9,.920,1.6,3.5,5.1,0.7,0.4,0.4,1.4,2.7,6.7,1989/1990
Joe Kleine,C,27,BOS,28,2,17.8,2.1,4.6,.457,0.0,0.0,.000,2.1,4.6,.461,.457,1.9,2.3,.828,1.8,3.1,4.9,1.1,0.5,0.2,1.3,2.4,6.1,1989/1990
Bart Kofoed,SG,24,UTA,19,0,9.3,0.6,1.7,.364,0.0,0.1,.000,0.6,1.7,.375,.364,0.3,0.6,.545,0.2,0.4,0.6,1.1,0.5,0.0,0.7,1.2,1.6,1989/1990
Jon Koncak,C,25,ATL,74,22,20.7,1.9,3.6,.524,0.0,0.0,.000,1.9,3.6,.530,.524,0.9,1.5,.553,2.0,4.1,6.1,0.8,0.7,1.3,0.8,3.2,4.7,1989/1990
Larry Krystkowiak,PF,24,MIL,80,77,30.9,4.5,9.6,.473,0.1,0.2,.333,4.5,9.4,.475,.475,3.6,4.4,.823,2.5,5.2,7.6,1.3,1.2,0.1,1.8,2.7,12.7,1989/1990
Bill Laimbeer,C,31,DET,81,81,32.6,5.5,11.1,.499,0.4,1.1,.349,5.2,10.0,.515,.516,2.2,2.6,.840,1.7,7.9,9.6,2.2,0.6,1.2,1.6,3.2,13.7,1989/1990
Jeff Lamp,SF,29,LAL,37,0,4.8,0.7,1.9,.391,0.1,0.1,.500,0.7,1.8,.385,.406,0.1,0.1,.800,0.2,0.8,0.9,0.4,0.2,0.1,0.4,0.7,1.6,1989/1990
